,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
6671,13.5%,"Stellenbosch, South Africa",750 ml,White, South Africa,3/1/2007,"Tropical fruit and herbal notes comprise this well-balanced, lively wine. Citrus and spice linger on the palate and the wine has more complexity than many of its SB cohorts. Ideal with shellfish.",,Cape Classics,Delaire 2005 Sauvignon Blanc (Stellenbosch),$19,Stellenbosch,87,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Delaire
6672,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2007,"Produced in huge quantities, this mainstream Marlborough Sauvignon remains a good value, offering an easy introduction to thousands of American consumers. A slightly smoky, fumé character gives way to round, ripe flavors of stone fruit, melon and fig, finishing soft. Drink now.",,"Constellation Brands, Inc",Monkey Bay 2006 Sauvignon Blanc (Marlborough),$11,Marlborough,86,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Monkey Bay
6673,13.5%,"Colchagua Valley, Chile",750 ml,White, Chile,3/1/2007,"In its price range you can't beat this for freshness and flavor. The nose is a touch floral and sweet, while the palate is forward and flush with mild gooseberry and citrus flavors. Finishes clean and short, with a certain slickness that seems appropriate.",Estate,Cabernet Corporation,La Playa 2006 Estate Sauvignon Blanc (Colchagua Valley),$7,Colchagua Valley,85,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,La Playa
6674,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2007,"This is a round, mouthfilling Marlborough Sauvignon, with clean scents of grasses, passion fruit and hints of melon and peach, but it lacks flavor intensity despite its size, coming off as slightly lacking concentration. It's nice, but needs more intensity to shine.",,Kysela Père et Fils,Kennedy Point 2006 Sauvignon Blanc (Marlborough),$22,Marlborough,85,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Kennedy Point
6675,13.5%,"Coastal Region, South Africa",750 ml,White, South Africa,3/1/2007,"Grassy and herbaceous, this wine is full of gooseberry and green pepper and is an interesting alternative to the tropical fuit flavors of many SBs. The fruit grows in the Helderberg Hills, a coastal area that yields wines with an intense flavor and fuller body. Great for seafood.",,"Southern Starz, Inc",Kumkani 2005 Sauvignon Blanc (Coastal Region),$14,Coastal Region,85,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Kumkani
6676,13%,"Molina, Chile",750 ml,White, Chile,3/1/2007,"Opens with inviting green apple aromas before delivering citric, lemony flavors on a surprisingly soft frame that isn't overloaded with scouring acidity. All this means the wine is ready to drink now; it has decent fruit with hints of lime and mineral.",,Viña Echeverria,Echeverria 2006 Sauvignon Blanc (Molina),$9,Molina,85,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Echeverria
6677,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2007,"This wine's bouquet is strongly marked by bell pepper, but the flavors veer toward stone fruit and melon, with a broad, fat mouthfeel and a surprisingly soft finish.",,Guarachi Wine Partners,Omaka Springs 2006 Sauvignon Blanc (Marlborough),$14,Marlborough,85,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Omaka Springs
6678,13.5%,"Elgin, South Africa",750 ml,White, South Africa,3/1/2007,"Green pepper, paired with berries and flowers, comprise the nose of this typical cool-climate Sauvignon Blanc. The full flavors are carried on a slightly more viscous mouthfeel, and end with a long, minerally finish.",,Vinnovative Imports,Paul Cluver 2005 Sauvignon Blanc (Elgin),$15,Elgin,85,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Paul Cluver
6679,13.5%,"Maipo Valley, Chile",750 ml,White, Chile,3/1/2007,"Ultimately this would make for a good bistro or patio white. The bouquet is light and sweet, as is the palate. Baked apple and ripe citrus lead the flavor profile on this clean, mildly sweet Sauvignon. More than decent as a whole.",,Guarachi Wine Partners,Santa Ema 2006 Sauvignon Blanc (Maipo Valley),$12,Maipo Valley,85,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Santa Ema
6680,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2007,This charitable endeavor that helps fund student scholarships in Hawkes Bay has yet to really strike gold with any of its wines. This Sauvignon features pleasant herbal and passion fruit shadings but finishes with a touch of sweetness and just lacks zip.,For The People,Pangaea Wine Group,The Red Square 2006 For The People Sauvignon Blanc (Marlborough),$16,Marlborough,84,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,The Red Square
6681,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2007,"This wine is herbal and dangerously close to vegetal, without the accompanying rich fruit needed to completely balance it. A slightly oily, heavy texture gives the impression of weight and richness, but the fruit seems quiescent.",Vineyard Select,Wimbledon Wine Company,Kathy Lynskey 2006 Vineyard Select Sauvignon Blanc (Marlborough),$19,Marlborough,84,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Kathy Lynskey
6682,13%,"Colchagua Valley, Chile",750 ml,White, Chile,3/1/2007,"Fairly pungent on the nose as it offers gooseberry, citrus and other typical grassy, green aromas. The palate provides mostly citrus flavors, particularly tangerine and grapefruit. A minor amount of character and complexity make it worth a go.",Casa La Joya Reserve,Prestige Beverage Group,Viña Bisquertt 2006 Casa La Joya Reserve Sauvignon Blanc (Colchagua Valley),$10,Colchagua Valley,84,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Viña Bisquertt
6683,12.5%,"Coastal Region, South Africa",750 ml,White, South Africa,3/1/2007,"With fruit picked high on the slopes of Groenberg at Wellington, this wine is driven by lively, crisp, tropical fruit flavors like grapefruit and has a pleasant floral and zingy fruit nose. It's a little lean and non-descript in general character, but would pair well with a mildly flavored fish entree. Imported by American Wine Distributors",Premium Select,South African Premium Wines Ltd,Matuba 2005 Premium Select Sauvignon Blanc (Coastal Region),$12,Coastal Region,83,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Matuba
6684,13%,"Colchagua Valley, Chile",750 ml,White, Chile,3/1/2007,"Viu's 2006 SBs are not clicking. This wine, while round and seemingly honeyed on the nose, is sharp as razors in the mouth. The entry to the palate is clipped and tart, and there just isn't much flow to the wine. Very high in acids but with a certain purity of fruit.",Reserve,Viu Manent,Viu Manent 2006 Reserve Sauvignon Blanc (Colchagua Valley),$12,Colchagua Valley,83,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Viu Manent
6685,13%,"Colchagua Valley, Chile",750 ml,White, Chile,3/1/2007,"If you like your white wines charged up and dripping with acidity, then take a look at this ultra-fresh and exceedingly zesty SB. The nose and palate exude sharpness, so much so that the flavor profile is on the edge of being sour. A razor-sharp style of Sauvignon.",,Viu Manent,Viu Manent 2006 Sauvignon Blanc (Colchagua Valley),$8,Colchagua Valley,83,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Viu Manent
6686,13%,"Maipo Valley, Chile",750 ml,White, Chile,3/1/2007,"A chalky lightness is the starting point for this soda-like quaffer. On the palate, there's lemon-lime and Fresca flavors followed by a finish of chunky grapefruit. Totally decent if this you know what to expect.",Estate,The Vintner Group,Santa Ines 2006 Estate Sauvignon Blanc (Maipo Valley),$10,Maipo Valley,83,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Santa Ines
6687,N/A,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,2/1/2007,"A delicious, herbaceous, grassy style of Sauvignon, fresh but full-bodied. There are flavors of green plums and a touch of thyme. Fresh and crisp.",Sauvignon Blanc Collection,Vin Divino,Gérard Bertrand 2005 Sauvignon Blanc Collection Sauvignon Blanc (Vin de Pays d'Oc),$14, Languedoc-Roussillon,86,Vin de Pays d'Oc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Gérard Bertrand
6688,13%,"South Eastern Australia, Australia Other, Australia",750 ml,White, Australia,2/1/2007,"This is a simple, crisp seafood-ready white, lean without being angular. Green apple, honey and clover-blossom aromas yield to grassy, field-fresh flavors backed by pervasive notes of white grapefruit.",,Epic Wines,Four Sisters 2005 Sauvignon Blanc (South Eastern Australia),$13, Australia Other,86,South Eastern Australia,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Four Sisters
6689,12.5%,"Western Australia, Western Australia, Australia",750 ml,White, Australia,2/1/2007,"Tastes like it's trying to be New Zealand Sauvignon Blanc, boasting a plump, almost sweet-tasting mouthfeel and tropical-tinged flavors that veer into the realm of green peas. short and honeyed on the finish--is this fully dry?",,Bluewater Wine Co,Mad Fish 2005 Sauvignon Blanc (Western Australia),$15, Western Australia,85,Western Australia,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Mad Fish
6690,13%,"South Eastern Australia, Australia Other, Australia",750 ml,White, Australia,2/1/2007,"This basic fig- and melon-flavored Sauvignon lacks depth and richness, but still makes for an easy quaff.",Bin 95,Foster's Wine Estates Americas,Lindemans 2005 Bin 95 Sauvignon Blanc (South Eastern Australia),$8, Australia Other,83,South Eastern Australia,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Lindemans
6691,13.5%,"Coonawarra, South Australia, Australia",750 ml,White, Australia,2/1/2007,"This vinous effort ranks on a par with golfer namesake Nick's recent results, which is to say, acceptable. Grassy, green bean aromas and flavors are weighty and rich enough, but lack fruit and energy.",,Freixenet USA,Nick Faldo 2004 Sauvignon Blanc (Coonawarra),$14, South Australia,81,Coonawarra,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2004,Nick Faldo
6692,N/A,"Columbia Valley (OR), Oregon Other, Oregon, US",750 ml,White, US,1/1/2007,"This is an unusual straw gold, a darker, rounder, riper version of Sauvignon Blanc than we are accustomed to seeing from the Northwest. Scented with honey, mint and vanilla tea, it is quite the opposite of the grassy, stony style of SB that I generally admire. But the winemaking is so polished, the wine so supple, toasty and flavorful, that it blows away all my objections.",Kingfish Cuvée,,Sineann 2005 Kingfish Cuvée Sauvignon Blanc (Columbia Valley (OR)),$18, Oregon,90, Oregon Other,Paul Gregutt,@paulgwine ,Columbia Valley (OR),Not rated yet [Add Your Review],Sauvignon Blanc,2005,Sineann
6693,13%,"Wairarapa, New Zealand",750 ml,White, New Zealand,12/31/2006,"Distinctively smoky and grassy on the nose, marked by fumé notes and bold gooseberry aromas. This is full, ripe and round in the mouth, bursting with melon and pink grapefruit flavors that finish long.",,Robert Bath Imports,Borthwick Vineyard 2005 Sauvignon Blanc (Wairarapa),$17,Wairarapa,90,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Borthwick Vineyard
6694,N/A,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,12/31/2006,"Grassy and herbaceous aromas give the varietal game away immediately. And the palate is equally ripe but herbaceous with fine intensity of flavor and richness. Is this France or New Zealand? It's hard to tell, so just enjoy.",Les Fumées Blanches Sauvignon Blanc,"Ex-Cellars Wine Agencies, Inc",J. & F. Lurton 2005 Les Fumées Blanches Sauvignon Blanc Sauvignon Blanc (Vin de Pays d'Oc),$9, Languedoc-Roussillon,89,Vin de Pays d'Oc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,J. & F. Lurton
6695,13%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,12/31/2006,"Almost more of a white Graves style than a traditional New Zealand Sauvignon Blanc, featuring a kiss of French oak and ample body without any overt pungency. Ripe melon and fig flavors easily accompany slightly grassy notes, accented by grapefruit on the finish. Drink now.",Reserve,San Francisco Wine Exchange,Mills Reef 2005 Reserve Sauvignon Blanc (Hawke's Bay),$15,Hawke's Bay,89,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Mills Reef
6696,14%,"Casablanca Valley, Chile",750 ml,White, Chile,12/31/2006,"This Casablanca Valley Sauvignon starts out slowly and quietly before picking up speed and volume. The nose evolves toward piquant and stirring, while the palate deals a good mix of green apple, peppery Thai melon and citrus zest. It finishes crisp, but with character, and overall it speaks well for the potential of Chilean Sauvignon Blanc.",Single Vineyard,Vintus LLC,Errazuriz 2006 Single Vineyard Sauvignon Blanc (Casablanca Valley),$20,Casablanca Valley,89,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Errazuriz
6697,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,12/31/2006,"Creamy and smooth, mixing citrus, apple, pear and fig flavors with a dusting of light toast. This is not soft, nor is it too acidic; it's a ripe, round, very approachable wine enhanced with the addition of 5% Semillon. Roughly half was barrel fermented, half done in stainless steel, creating a polished mix of richness and precision.",,,Chateau Ste. Michelle 2004 Sauvignon Blanc (Columbia Valley (WA)),$15, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Sauvignon Blanc,2004,Chateau Ste. Michelle
6698,13.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"This mainstream Sauvignon Blanc shows some herbal, grassy notes on the nose, but also ripe nectarine and stone fruit scents. It's round in the mouth, with a silky texture and a similar blend of flavors, with tropical and stone fruits accented by slight herbaceousness. Smooth and softly lingering on the finish.",,Negociants USA–The Winebow Group,Nautilus 2005 Sauvignon Blanc (Marlborough),$17,Marlborough,88,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Nautilus
6699,13%,"Colchagua Valley, Chile",750 ml,White, Chile,12/31/2006,"Starts with a lot of green, crisp aromas such as fresh-cut grass, bell peppers and asparagus. But it's not vegetal; to the contrary, the wine shows bright passion fruit and capsicum notes along with hints of lettuce. The acidity and balance are both correct, and the feel is wet and lively. One of the better Secreto SBs in recent years.",Secreto,Viu Manent,Viu Manent 2006 Secreto Sauvignon Blanc (Colchagua Valley),$13,Colchagua Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Viu Manent
6700,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"Fresh and zippy, this is one 2005 Marlborough Sauvignon Blanc that held onto the variety's typical racy edge. If you're one of those consumers who frown on the round, ripe flavors achieved by some in 2005, this is one to seek out. Brisk passion fruit, grapefruit and herb flavors finish crisp and clean.",,"Southern Starz, Inc",Sherwood Estate 2005 Sauvignon Blanc (Marlborough),$15,Marlborough,88,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Sherwood Estate
6701,N/A,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,12/31/2006,"Leesy and crisp, an immaculate style, with flavors that are translucent, yet layered and substantial. It finishes with an elegant wash of stone, melon and citrus that will give your palate, your meal and your conversation a welcome lift.",,,Chinook 2005 Sauvignon Blanc (Yakima Valley),$17, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Chinook
6702,N/A,"Red Mountain, Columbia Valley, Washington, US",750 ml,White, US,12/31/2006,"This is the sixth vintage for this wine, and there is no question that Klipsun's SB is something special. The clean, barrel-fermented effort is quite dry, clean and toasty. It's been barrel aged sur lie in French oak (half new). Just 5% Semillon is added, but it gives the mouthfeel a touch of lanolin.",Klipsun Vineyard,,JM Cellars 2005 Klipsun Vineyard Sauvignon Blanc (Red Mountain),N/A, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Red Mountain,Not rated yet [Add Your Review],Sauvignon Blanc,2005,JM Cellars
6703,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"A good value for fans of the style, Saint Clair's 2006 Sauvignon Blanc continues this winery's leaning toward bell pepper and passion fruit aromas buoyed by bold, flashy tropical fruit flavors. Round and soft in the mouth, but shows good persistence on the finish.",,"Winesellers, Ltd",Saint Clair 2006 Sauvignon Blanc (Marlborough),$16,Marlborough,88,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Saint Clair
6704,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"Saint Clair's entry-level Sauvignon is a flashy, fruit-driven wine with a touch of green that's keeping reams of peach and grapefruit reined in. Not quite as rich as the regular bottling, but the Vicar's Choice is a couple of bucks less expensive and still offers a characterful Sauvignon Blanc with a long, vibrant finish.",Vicar's Choice,"Winesellers, Ltd",Saint Clair 2006 Vicar's Choice Sauvignon Blanc (Marlborough),$14,Marlborough,87,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Saint Clair
6705,12.5%,"Central Valley, Chile",750 ml,White, Chile,12/31/2006,"Bartlett pear, passion fruit and peach aromas get it going. The palate is sound and tropical, with common citrus and mild green notes. Finishes clean and fairly large, with plenty of citrus zest and an ample amount of lushness.",Aliwen Reserva,Undurraga USA,Undurraga 2006 Aliwen Reserva Sauvignon Blanc (Central Valley),$10,Central Valley,87,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Undurraga
6706,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,12/31/2006,"This rich and full-bodied Sauvignon Blanc is made in a soft, open, fruity and fairly sweet style. It's bound to have plenty of consumer appeal, especially at this price. It delivers a lot of body and sweet fruit flavor, with none of the vegetal or grassy flavors found in high acid versions of this grape.",,,Arbor Crest 2005 Sauvignon Blanc (Columbia Valley (WA)),$8, Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Sauvignon Blanc,2005,Arbor Crest
6707,13%,"Martinborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"Pungently herbal at first, accented by bold passion fruit flavors that set the original paradigm for New Zealand Sauvignon Blanc. Rather plump on the palate, but it finishes crisp and clean, with mouthwatering acidity.",,Negociants USA–The Winebow Group,Palliser Estate 2005 Sauvignon Blanc (Martinborough),$19,Martinborough,87,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Palliser Estate
6708,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,12/31/2006,"This is the designated vineyard for the winery's top Sauvignon Blanc, but here it is merely good, not great. Half barrel fermented, half stainless steel is the approach, but somehow the fruit seems a bit dried out compared with the other bottling. Dried peas and green apple flavors, perhaps a whiff of cardboard, show; overall it's a stony, bone-dry wine despite the addition of 15% Semillon.",Horse Heaven Vineyard,,Chateau Ste. Michelle 2004 Horse Heaven Vineyard Sauvignon Blanc (Columbia Valley (WA)),$15, Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Sauvignon Blanc,2004,Chateau Ste. Michelle
6709,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"A solid example of Marlborough Sauvignon Blanc at a reasonable price, this shows off hints of stone fruit accented by jalapeño pepper. It's plump and a bit soft, with flavors of melon, fig and peach. Reasonably intense and very fruity. Drink now.",,T. Edward Wines Ltd,Rain 2006 Sauvignon Blanc (Marlborough),$14,Marlborough,87,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Rain
6710,N/A,"Vin de Pays des Côtes de Gascogne, Southwest France, France",750ML,White, France,12/31/2006,"For those who prefer the ripe, fuller style of Sauvignon Blanc, this wine is just right. It's a great comfort wine, with its soft aftertaste. From the deep south-west of France, it is packed with floral aromas, fresh tropical flavors, and layers of minerals for structure. The Grassa family, owners of Tariquet, are major landowners in the Gascony region, with 2,100 acres under vine.",,Baron Francois Ltd,Domaine du Tariquet 2005 Sauvignon (Vin de Pays des Côtes de Gascogne),$10, Southwest France,86,Vin de Pays des Côtes de Gascogne,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Sauvignon, Sauvignon Blanc",2005,Domaine du Tariquet
6711,N/A,"Cafayate, Other, Argentina",750 ml,White, Argentina,12/31/2006,"There are fumé blancs that are oak-backed and others that aren't. This one is the former. The nose is full of toast and vanilla, while the fruit is on the ripe, weighty side, with peach, melon and lemon flavors. Fairly rich in the mouth, with whetting acidity.",Ciclos,"Frederick Wildman & Sons, Ltd",Michel Torino 2006 Ciclos Fumé Blanc (Cafayate),$27, Other,86,Cafayate,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Fumé Blanc, Sauvignon Blanc",2006,Michel Torino
6712,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"Prototypical Marlborough Sauvignon Blanc, marrying pungent red pepper and passion fruit notes with round, ripe melon flavors. It's a little soft, with a hint of honey on the finish, so serve it well-chilled to help give it more cut.",,"Dreyfus, Ashby & Co",Giesen 2006 Sauvignon Blanc (Marlborough),$13,Marlborough,85,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,Giesen
6713,N/A,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,12/31/2006,"A properly tropical fruited wine from the warm south, this is a simple, refreshing, well-made, clean wine with good ripe fruit, a light structure, and crisp ripe apples to finish.",,Clos Du Val Wine/Goelet Wine Estates,Domaine de Nizas 2005 Sauvignon Blanc (Vin de Pays d'Oc),$13, Languedoc-Roussillon,85,Vin de Pays d'Oc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Domaine de Nizas
6714,13%,"Central Valley, Chile",750 ml,White, Chile,12/31/2006,"Fairly prickly and sharp, especially early on. Time allows it to open somewhat, and what comes out is a sweet, mildly sticky wine with pear and melon flavors. Finishes slightly peppery, with capsicum and citrusy bitterness. Not out of whack or poorly made, but not that thrilling either.",Hacienda Araucano,"Winesellers, Ltd",J. & F. Lurton 2006 Hacienda Araucano Sauvignon Blanc (Central Valley),$11,Central Valley,84,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2006,J. & F. Lurton
6715,N/A,"Vin de Pays des Côtes de Gascogne, Southwest France, France",750 ml,White, France,12/31/2006,"A fresh, creamy style of Sauvignon Blanc, with tropical fruits combining with apple skins and leading to a ripe but crisp finish. A great apéritif.",Sauvignon,Robert Kacher Selections,Domaines Grassa 2005 Sauvignon Sauvignon Blanc (Vin de Pays des Côtes de Gascogne),$6, Southwest France,84,Vin de Pays des Côtes de Gascogne,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Domaines Grassa
6716,13.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"Despite some obvious green notes, this Sauvignon Blanc seems rather weighty, without the crisp zest expected from this variety in Marlborough. Instead, there's more tropical fruit—even some guava notes—and an abbreviated finish.",,"Southern Starz, Inc",Konrad 2005 Sauvignon Blanc (Marlborough),$18,Marlborough,84,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Konrad
6717,N/A,"Neuquén, Other, Argentina",750 ml,Red, Argentina,12/31/2006,"This new Patagonian winery is doing better with its reds. This SB is honeyed and slightly mealy; the palate starts out soft and chunky, with apple and peach flavors that are less than zesty and slightly oxidized. Still, complexity arises as there's a lasting butterscotch taste that is not unpleasant.",Malma,Pinnacle International,Bodega NQN 2005 Malma Sauvignon Blanc (Neuquén),$10, Other,84,Neuquén,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Bodega NQN
6718,12.5%,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,12/31/2006,"A soft, somewhat unfocused wine that offers some light herbaceous character. Pleasant when well chilled.",Sauvignon Blanc,The Winebow Group LLC,Fat Bastard 2005 Sauvignon Blanc Sauvignon Blanc (Vin de Pays d'Oc),$12, Languedoc-Roussillon,82,Vin de Pays d'Oc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Fat Bastard
6719,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,12/31/2006,"On the lean and mean side, with green-bean aromas and sour melon flavors that veer toward pickled jalapeño on the finish. Characterful and distinctive, but not my style.",Home Block,Terlato Wines International,Wairau River 2004 Home Block Sauvignon Blanc (Marlborough),$25,Marlborough,82,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2004,Wairau River
6720,N/A,"Vin de Pays des Côtes de Gascogne, Southwest France, France",750 ml,White, France,12/31/2006,"The famous comparison of Sauvignon Blanc to cats is certainly correct with this wine. It is flavored with gooseberries as well, a highly acid, green wine, very fresh, very crisp.",French Roots Sauvignon,Misa Imports,Ginestet 2005 French Roots Sauvignon Sauvignon Blanc (Vin de Pays des Côtes de Gascogne),$8, Southwest France,82,Vin de Pays des Côtes de Gascogne,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Ginestet
6721,N/A,"Vin de Pays du Jardin de la France, Loire Valley, France",750 ml,White, France,12/31/2006,"A light, crisp wine with flavors of pink grapefruit and cantaloupe melons. The finish is just a touch sweet.",Vallée des Jardins,Palm Bay International,Remy-Pannier 2005 Vallée des Jardins Sauvignon Blanc (Vin de Pays du Jardin de la France),$11, Loire Valley,82,Vin de Pays du Jardin de la France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Remy-Pannier
6722,N/A,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,12/31/2006,"Fat and oily in texture, this wine tastes of tropical fruits but is too heavy and soft to give varietal pleasure.",Sauvignon Blanc,Cannon Wines Limited,Patriarche Père et Fils 2005 Sauvignon Blanc Sauvignon Blanc (Vin de Pays d'Oc),$8, Languedoc-Roussillon,81,Vin de Pays d'Oc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Patriarche Père et Fils
6723,12.5%,"Styria, Austria",750 ml,White, Austria,12/1/2006,"I prefer this to their pricier single-vineyard bottling, as it offers more assertive flavors and fresher, brighter fruit. It's slightly grassy, but also features passion fruit and currant scents and a minerally foundation. Plump and round without being flabby, with a long finish.",Klassik,Winemonger,Jaunegg 2005 Klassik Sauvignon Blanc (Styria),$16,Styria,89,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Jaunegg
6724,12.5%,"Styria, Austria",750 ml,White, Austria,12/1/2006,"Pungent and herbal, with grassy notes that overlay bright lime fruit and a solid mineral base. Structured, this could age nicely over the next 5–8 years, much like a good Bordeaux blanc.",Poharnig,Winemonger,Erwin Sabathi 2005 Poharnig Sauvignon Blanc (Styria),$32,Styria,88,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Erwin Sabathi
6725,13.4%,"Mendoza, Mendoza Province, Argentina",750 ml,White, Argentina,12/1/2006,"For Argentine Sauvignon Blanc, Toso's version is nice. There's light green-apple aromas in front of green melon and grapefruit flavors. Finishes fairly full and grabby, with likable flavors. Not to be confused with Sancerre or anything, but solid.",Maipo Vineyards,Guarachi Wine Partners,Pascual Toso 2005 Maipo Vineyards Sauvignon Blanc (Mendoza),$11, Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2005,Pascual Toso
