,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
3114,13.5%,"Dealu Mare, Romania",750 ml,Red, Romania,8/1/2008,"Appealing aromas of berry and pepper spice lead this likeable Merlot from Romania. Integrated but somewhat simple, the wine nontheless has an overall elegant character and tannins with enough chew to temper aging. An interesting choice from an emerging (to the U.S.) wine region.",Villa Zorilor Red Paradox,"Vidalco International, LLC",VinArte 2001 Villa Zorilor Red Paradox Merlot (Dealu Mare),$20,Dealu Mare,86,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2001,VinArte
3115,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,8/1/2008,"Light and toasty, this is a pleasant, entry-level red wine with just a hint of chocolate in the finish. It's smooth and generic, but adds some spice and flesh once it's in the glass.",,,Tsillan Cellars 2005 Merlot (Columbia Valley (WA)),$28, Washington,85, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Tsillan Cellars
3116,13%,"Dealu Mare, Romania",750 ml,Red, Romania,8/1/2008,"Cigar, mocha and gamy spice start this Merlot from Romania, and on the palate, it's slightly spiky and needs more integration. Overall, though, warming spices and appealing fruit flavors save the day.",Villa Zorilor Assolato,"Vidalco International, LLC",VinArte 2004 Villa Zorilor Assolato Merlot (Dealu Mare),$17,Dealu Mare,84,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2004,VinArte
3117,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,8/1/2008,"This hits the palate rather hard and green, with thin fruit that does not seem quite ripe. The barrel flavors add fat and caramel over the top, but remain unintegrated and seem out of place. The wine reverts to its green side as the tannins take over.",Skylite Vineyard,,Skylite 2005 Skylite Vineyard Merlot (Walla Walla Valley (WA)),$24, Washington,84, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Skylite
3118,13.5%,"Dealu Mare, Romania",750 ml,Red, Romania,8/1/2008,"A soft, integrated nose of red berry, spice and some smoke leads on this Merlot from Romania. The berry and spice flavors are slightly angular with a sweet, wooded finish, and the tannins pronounced. A mildly rustic Merlot that could use some aging or a good piece of meat to temper the edge.",Villa Zorilor Lady Gabriela Private Reserve,"Vidalco International, LLC",VinArte 2001 Villa Zorilor Lady Gabriela Private Reserve Merlot (Dealu Mare),$20,Dealu Mare,84,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2001,VinArte
3119,14.5%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,8/1/2008,"A strong blast of oak comes across as resin and clove, and thus the wood doesn't augment but instead takes away from the fruit. Speaking of fruit, it's jumpy and tangy, with a finish that tastes of green olives. Overall it doesn't show proper balance or full development.",Maipu Vineyards,Guarachi Wine Partners,Pascual Toso 2006 Maipu Vineyards Merlot (Mendoza),$12, Mendoza Province,83,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Pascual Toso
3120,14%,"Vânju Mare, Romania",750 ml,Red, Romania,8/1/2008,"The nose on this Merlot begins promisingly enough, with its cherry, deep spice and smoked edge, but on the palate, the wine is slightly rough and hot, and lacks the integration of a good Merlot. Still, pair it with the robust, flavorful food of Romania and it will make an apt cohort.",Terase Danubiane Prince Mircea Gran Riserva,"Vidalco International, LLC",VinArte 2004 Terase Danubiane Prince Mircea Gran Riserva Merlot (Vânju Mare),$30,Vânju Mare,83,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2004,VinArte
3121,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,8/1/2008,"As with the winery's Double Barrel Red, this has a strong funky streak. But here there is no balancing fruit; the Merlot seems thin and stemmy. It's green to a fault, with tannins to match. Two bottles tasted; same notes.",,,Sweet Valley Wines 2005 Merlot (Walla Walla Valley (WA)),N/A, Washington,82, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Sweet Valley Wines
3122,13.5%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,8/1/2008,"Licorice and prune/raisin aromas indicate slightly baked core fruit, yet the palate is clangy and ringy, with out-of-balance acids that give the wine a clumsy burn and sharpness. Along the way there are equal flavor components of cherry tomato, raspberry and red plum.",,"Frederick Wildman & Sons, Ltd",Trapiche 2006 Merlot (Mendoza),$7, Mendoza Province,82,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Trapiche
3123,N/A,"Rattlesnake Hills, Columbia Valley, Washington, US",750 ml,Red, US,8/1/2008,"Showing brown edges, this rapidly maturing wine is scented with cooked plum, brown sugar and baking spices. Thin and bitter in the mouth, with astringent tannins and a flat finish.",Reserve,,Silver Lake 2004 Reserve Merlot (Rattlesnake Hills),$17, Washington,81, Columbia Valley,Paul Gregutt,@paulgwine ,Rattlesnake Hills,Not rated yet [Add Your Review],Merlot,2004,Silver Lake
3124,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,7/1/2008,"For unknown reasons, Chuck Reininger holds back his Merlots; but Reininger makes real Merlot—96% pure—and it works. It's silky and smooth, chocolaty and showing pleasing nuances of herb and grass. The fruit is light, pretty and perfectly ripe, tasting of strawberry, cherry and pomegranate.",,,Reininger 2003 Merlot (Walla Walla Valley (WA)),$30, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2003,Reininger
3125,14.5%,"Colchagua Valley, Chile",750 ml,Red, Chile,7/1/2008,"Round, floral, fruity and just a bit bretty. Almost everything is right about this value-priced wine. The fruit is dark and veers toward black cherry and plum, while the feel is good. Finishes with a nice run of dry oak and chocolate flavors.",Casa La Joya Gran Reserve,Prestige Beverage Group,Viña Bisquertt 2006 Casa La Joya Gran Reserve Merlot (Colchagua Valley),$13,Colchagua Valley,89,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Viña Bisquertt
3126,N/A,"Washington, Washington Other, Washington, US",750 ml,Red, US,7/1/2008,"This delicious wine is as soft, silky and supple as can be. The fruit is slathered in spicy, chocolaty oak, which lends some sharpness to the edges. Red berries and red licorice lead into finishing flavors of baking chocolate. But as tasty as it is when first opened, it fades quickly, suggesting that this is one to drink up rather than lay down.",,,Stemilt Creek 2004 Merlot (Washington),$20, Washington,89, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2004,Stemilt Creek
3127,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,7/1/2008,"This is Merlot taken to its limits (and a bit beyond). Super-ripe Champoux Vineyard fruit delivers flavors of blackberry jam, and punches through 15% alcohol. The barrel aging brings in coffee, toffee and smoke, and there is a liquorous, slightly hot edge to the finish.",Champoux Vineyard,,Sineann 2006 Champoux Vineyard Merlot (Columbia Valley (WA)),$36, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2006,Sineann
3128,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,7/1/2008,"This is a mix of old-vine fruit from the estate vineyard, and it's a muscular Merlot, with very firm flavors of wild blueberry, plum and currant. The layering of this wine shows excellent winemaking and a delicate touch; nothing is big or overblown, but the flavors are nicely woven together and bring highlights of herb, olive and bark.",Seven Hills Vineyard,,Seven Hills 2005 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),$28, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Seven Hills
3129,14.5%,"Rapel Valley, Chile",750 ml,Red, Chile,7/1/2008,"Smooth, fruity and fairly deep for a basic Merlot. The palate is medium-to-full in terms of weight and bite, with ripe berry fruit and light oak notes leading to a long, chocolaty finish. Textbook everyday Chilean Merlot, which means it's pleasant and easy to drink.",Estate Bottled,Moët Hennessy USA,Lapostolle 2006 Estate Bottled Merlot (Rapel Valley),$13,Rapel Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Lapostolle
3130,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,7/1/2008,"Best of the three, this ripe and round Merlot is fully loaded with juicy, appealing red and blue fruits. Forward and clean, with excellent palate penetration, its smooth tannins are supported with firm acid.",Me,,Substance 2006 Me Merlot (Columbia Valley (WA)),$18, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2006,Substance
3131,N/A,"Washington, Washington Other, Washington, US",750 ml,Red, US,7/1/2008,"Holy Cow is a new brand from Charles (House Wine, K Vintners) Smith. This is 100% Merlot, packed with ripe cherry fruit, baking spices, cut tobacco and a hint of earthiness in the finish. It's not a big wine, but a flavorful one, and ready to drink now.",,,Holy Cow 2006 Merlot (Washington),$12, Washington,88, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2006,Holy Cow
3132,N/A,"Columbia Gorge (OR), Oregon Other, Oregon, US",750 ml,Red, US,7/1/2008,"The Celilo vineyard, located on the Washington side of the Columbia Gorge appellation, is one of the most unique in the region. This ripe, almost liquorous Merlot is bursting with sappy cherry fruit, buttressed with tangy acids. The structure is here to more than support the weight of the wine and its alcohol, just under 15%. Barrel flavors of bourbon and vanilla dominate the finish.",Celilo Vineyard,,Phelps Creek 2006 Celilo Vineyard Merlot (Columbia Gorge (OR)),$24, Oregon,88, Oregon Other,Paul Gregutt,@paulgwine ,Columbia Gorge (OR),Not rated yet [Add Your Review],Merlot,2006,Phelps Creek
3133,14.5%,"Colchagua Valley, Chile",750 ml,Red, Chile,7/1/2008,"There's very little difference between this Merlot and La Joya's so-called Gran Reserve. Both are entirely solid, ripe, a touch bretty and friendly as can be. This wine has more plumpness and less structure than its big brother, but it's nice if you like soft, round, chewy berry fruit and not much tannic bite or acidic roughness.",Casa La Joya Reserve,Prestige Beverage Group,Viña Bisquertt 2006 Casa La Joya Reserve Merlot (Colchagua Valley),$11,Colchagua Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Viña Bisquertt
3134,13%,"North Fork of Long Island, Long Island, New York, US",750 ml,Red, US,7/1/2008,"Bedell continues to raise the bar for Long Island Merlot with this offering. A rich, savory nose of meat, leather spice and dark berry leads into a poised balance of savory spice, rich fruit, acids and tannins. The wine has a friendly brightness about it but overall, is restrained and integrated.",Reserve,,Bedell 2005 Reserve Merlot (North Fork of Long Island),$48, New York,87, Long Island,Susan Kostrzewa,@suskostrzewa,North Fork of Long Island,Not rated yet [Add Your Review],Merlot,2005,Bedell
3135,13.5%,"Maipo Valley, Chile",750 ml,Red, Chile,7/1/2008,"Starts with a clean cherry and berry nose, which sets up the fresh, well-layered palate. Flavors of red fruits are ripe and medium sweet, while touches of oak, butter and pepper emerge on the finish. A tasty everyday wine.",Reserve,Halby Marketing,Santa Alicia 2006 Reserve Merlot (Maipo Valley),$9,Maipo Valley,87,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Santa Alicia
3136,13.5%,"Estremadura, Portugal",750 ml,Red, Portugal,7/1/2008,"Light, perfumed and delicate, this is an interesting manifestation of Merlot, showing its fresh, fruity side rather than any big structure. Red berries, a velvet texture and just a touch of dryness make it immediately attractive without aging.",Grand'Arte Merlot,Saraiva Enterprises,DFJ Vinhos 2004 Grand'Arte Merlot Merlot (Estremadura),$16,Estremadura,87,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2004,DFJ Vinhos
3137,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,7/1/2008,"The secret ingredient in this interesting Merlot is the addition of 16% Syrah. That, plus a splash of Cabernet Sauvignon, give it streaks of flavors far more interesting than most of the California Merlots in this price range. Black cherry, plum and pepper are there, along with hints of leather, olive and herb. It smoothes out nicely across the palate, finishing with well-modulated tannins.",,,Chateau Ste. Michelle 2004 Merlot (Columbia Valley (WA)),$16, Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2004,Chateau Ste. Michelle
3138,13.8%,"New York, New York Other, New York, US",750 ml,Red, US,7/1/2008,"This is a muscular Merlot. Meaty spice is balanced by cherry fruit, and the mouthfeel is smooth and rich. Big and ripe, the wine will do well when paired with bigger meat dishes.",,,Long Point 2005 Merlot (New York),$17, New York,85, New York Other,Susan Kostrzewa,@suskostrzewa,New York,Not rated yet [Add Your Review],Merlot,2005,Long Point
3139,14%,"Maule Valley, Chile",750 ml,Red, Chile,7/1/2008,"Cranberry and other red-fruit aromas are sort of raw, and the oak treatment on this wine is domineering and resiny. Amid the wood chips there's plum and boysenberry flavors, but as soon as you center in on those you also get dry tannins and a veneer of oak flavor.",Reserva,Hemingway & Hale,Chilcas 2006 Reserva Merlot (Maule Valley),$10,Maule Valley,84,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Chilcas
3140,12.4%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,7/1/2008,"This wine hits all the right notes—gamy spice, a touch of minerality, savory, rich fruit. A touch of oak adds muscle and the overall package is satisfying.",Barrel Reserve,,Sheldrake Point 2006 Barrel Reserve Merlot (Finger Lakes),$24, New York,84, Finger Lakes,Susan Kostrzewa,@suskostrzewa,Finger Lakes,Not rated yet [Add Your Review],Merlot,2006,Sheldrake Point
3141,12%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,7/1/2008,"Smoky raspberry and gamy spice lead on the nose of the Merlot from New York, and on the palate, the smoky oak turns a touch bitter. Cranberry and cherry fruit mingles with spice and weighty tannins, meaning this wine will do well with rich meat stews and duck.",,,Hazlitt 1852 Vineyards 2005 Merlot (Finger Lakes),$19, New York,83, Finger Lakes,Susan Kostrzewa,@suskostrzewa,Finger Lakes,Not rated yet [Add Your Review],Merlot,2005,Hazlitt 1852 Vineyards
3142,12%,"New York, New York Other, New York, US",750 ml,Red, US,7/1/2008,"Scents of leather, tobacco and wooded spice lead attractively on the nose, but on the palate, the flavors of savory spice and red berries lead to some friction. The tannins are healthy, the finish long, but the wine wants more balance. Still, it has character and will improve with food.",,,Hudson-Chatham 2005 Merlot (New York),$20, New York,83, New York Other,Susan Kostrzewa,@suskostrzewa,New York,Not rated yet [Add Your Review],Merlot,2005,Hudson-Chatham
3143,N/A,"Washington, Washington Other, Washington, US",750 ml,Red, US,7/1/2008,"Perhaps due to a more obvious oak influence, this wine shows a fair amount of chocolate flavor, and a hint of stemmy cherry fruit.",,,Frenchman's Gulch 2005 Merlot (Washington),$25, Washington,82, Washington Other,Paul Gregutt,@paulgwine ,Washington,Not rated yet [Add Your Review],Merlot,2005,Frenchman's Gulch
3144,14%,"Bordeaux, Bordeaux, France",750 ml,Red, France,6/1/2008,"This 100% Merlot from the Entre-deux-Mers, made in the style of a grand cru, is rich, spicy and full of superripe blackberry flavors. From low yielding, high density vines, it is big and concentrated, with hints of wood under the weight of the fruit.",,1_No Submitting Co,Girolate 2005  Bordeaux,N/A, Bordeaux,91,Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2005,Girolate
3145,14.5%,"Stellenbosch, South Africa",750 ml,Red, South Africa,6/1/2008,"A savory, meaty nose of spice and smoke leads on this distincive Merlot from Thelema. In the mouth, rich berry and spice offers round, balanced and mouthfilling flavors that are both elegant and assertive. Smooth and stylish.",,Cape Classics,Thelema 2005 Merlot (Stellenbosch),$29,Stellenbosch,90,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2005,Thelema
3146,14%,"Bordeaux, Bordeaux, France",750 ml,Red, France,6/1/2008,"There's ripe fruit, flavors of dried fruits and black plums and some solid tannins. This is an attractively balanced wine, which will offer some great pleasure in another year. The finish is all about vivid fruit and acidity.",Merlot,La Ville Imports,Château Lamothe-Vincent 2005 Merlot  (Bordeaux),$10, Bordeaux,89,Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2005,Château Lamothe-Vincent
3147,13.8%,"Stellenbosch, South Africa",750 ml,Red, South Africa,6/1/2008,"With a nose of herbs, dry fennel and lavender, this wine immediately commands attention. On the palate, an elegant balance of herbs, pepper and savory fruit offers a delicate and approachable character. Pretty and unique.",,Vinnovative Imports,Jardin 2005 Merlot (Stellenbosch),$16,Stellenbosch,89,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2005,Jardin
3148,13%,"Stellenbosch, South Africa",750 ml,Red, South Africa,6/1/2008,"Savory and spicy aromas and an enticing mélange of spiced wood, cigar and berry give this wine an elegant and sumptuous edge. Balanced, smooth and unobtrusive in the way of a good Merlot, the wine still has substance and a good finish.",,Maisons Marques & Domaines USA,Meerlust 2003 Merlot (Stellenbosch),$24,Stellenbosch,89,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2003,Meerlust
3149,14.5%,"Stellenbosch, South Africa",750 ml,Red, South Africa,6/1/2008,"Appetizing aromas of grilled meats and spices start out this big Merlot from Stellenbosch. Pronounced tannins, a wave of spicy oak and hearty, meaty Merlot flavors mean this wine has a heavier, more robust hand. May need some aging and a food pairing with muscle to show its true potential, but overall, it's a winner on all counts.",,"Southern Starz, Inc",Bilton 2004 Merlot (Stellenbosch),$27,Stellenbosch,87,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2004,Bilton
3150,14%,"Coastal Region, South Africa",750 ml,Red, South Africa,6/1/2008,"Meaty, savory aromas and mouthfilling berry and spice flavors give this big wine dimension and personality. Smooth tannins and good acid/fruit balance keep it varietally true, but it needs an equal wine pairing—think roasted game or grilled meat.",,Maisons Marques & Domaines USA,Fleur Du Cap 2005 Merlot (Coastal Region),$12,Coastal Region,87,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2005,Fleur Du Cap
3151,14.5%,"Stellenbosch, South Africa",750 ml,Red, South Africa,6/1/2008,"A rich, stately nose announces the elegance of this Merlot from the consistently poised Vergelegen. Balanced flavors of berry and spice and smooth, subtle tannins give the wine additional class. Drinkable now, but the wine could easily age.",,57 Main Street Wine Co,Vergelegen 2004 Merlot (Stellenbosch),$35,Stellenbosch,86,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2004,Vergelegen
3152,14%,"Coastal Region, South Africa",750 ml,Red, South Africa,6/1/2008,Imported by Maisons Marques & Domaines USA.,,Distell USA Inc,Fleur Du Cap 2004 Merlot (Coastal Region),$12,Coastal Region,86,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2004,Fleur Du Cap
3153,13.5%,"Lutzville Valley, South Africa",750 ml,Red, South Africa,6/1/2008,"Earthy mushroom and game notes on the nose lead into bright and fresh berry flavors on the palate. The wine is balanced by spice and smooth tannins. Overall, a friendly wine that is easy to embrace.",,Guardian of The Grape Imports,Diamond River 2005 Merlot (Lutzville Valley),$10,Lutzville Valley,85,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2005,Diamond River
3154,13%,"Coastal Region, South Africa",750 ml,Red, South Africa,6/1/2008,"A slightly sweet nose and flavor profile—think spicy and toasted oak characterize this wine from Lindhorst. On the palate, it's a classic, elegant Merlot—with savory and rich flavors and smooth, quiet tannins.",,Abacchus Wine Enterprises,Lindhorst 2003 Merlot (Coastal Region),$29,Coastal Region,85,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2003,Lindhorst
3155,14%,"Western Cape, South Africa",750 ml,Red, South Africa,6/1/2008,"A subtle nose of smoke and spice leads into flavors of smoke, slightly tart berry and spice on this affordable South African Merlot. Smooth tannins and a soft finish give the wine an everyday, food-friendly feel.",,57 Main Street Wine Co,KWV 2004 Merlot (Western Cape),$11,Western Cape,84,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2004,KWV
3156,N/A,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"Fragrant and rich, right from the top, this expressive Merlot hits 15+% alcohol, but retains its supple, muscular structure. The lush cherry fruit is wrapped in a midpalate of cured meats, bacon fat and buttery oak, but is substantial enough to flesh it out. Smooth, chocolaty and seamless, this could pass for a Napa Valley Merlot costing three times as much.",,,Fielding Hills 2005 Merlot (Wahluke Slope),$36, Washington,93, Columbia Valley,Paul Gregutt,@paulgwine ,Wahluke Slope,Not rated yet [Add Your Review],Merlot,2005,Fielding Hills
3157,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"The blend is 84% Merlot, the rest split evenly between Cabs Franc and Sauvignon. It's a dark and smoky wine, with tight, buttoned-up scents of cassis, raspberry and pomegranate. The fruit broadens into ripe cherry in the mouth, with generous dusty/toasty flavors of new oak. As the wine breathes there are  suggestions of mushroom, tobacco and lead pencil. Rare indeed is the domestic Merlot that can and should be aged, but this is one.",,,Walla Walla Vintners 2005 Merlot (Columbia Valley (WA)),$28, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Walla Walla Vintners
3158,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"Beautifully dark and plummy, with smoky, opulent fruit. Though full and fleshy, it has complex layering—it's not just a fruit bomb. Berries and spice, chocolate and herb work in sync, creating a complete, rich and toasty wine with excellent depth.",,,L'Ecole No. 41 2005 Merlot (Columbia Valley (WA)),$30, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,L'Ecole No. 41
3159,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"The blend includes 9% Cabernet Sauvignon and 5% Malbec, all estate-grown. The aromas are intense and seductive, layered with flower, berry and clove. Dense and youthful, the wine has compact black fruits, streaks of smoke and a strong flavor of clove. It's a big wine, with mass and depth. The new oak is pulled back relative to this winery's earlier vintages, to good effect, and the fruit can more than carry it. It changes rapidly in the glass, suggesting that once it's past its baby fat stage it will show still more complexity, while retaining an elegant precision.",,,Pepper Bridge 2005 Merlot (Walla Walla Valley (WA)),$50, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Pepper Bridge
3160,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"Just four barrels of this reserve Merlot were made, and it's a solid step up from the excellent regular bottling. This is more saturated and jammy, yet it does not settle just for sweetness and fruit. Concentrated black raspberry and blackberry flavors linger gracefully, then fade into smoky espresso and licorice. A substantial effort that was still drinking quite well three days after being opened.",Reserve Seven Hills,,Otis Kenyon 2005 Reserve Seven Hills Merlot (Walla Walla Valley (WA)),$30, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Otis Kenyon
3161,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"Dense and beautifully concentrated, this nicely aged, 100% Merlot opens with round plum, cassis and black cherry fruit, a blend of Klipsun, Boushey, Clifton and Alder Ridge grapes, from four different AVAs. Its long, thick tannins extend the palate impression and the nicely melded fruit and barrel flavors linger beautifully, suggesting a good 6–8 years of life ahead.",,,Forgeron 2003 Merlot (Columbia Valley (WA)),$27, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2003,Forgeron
3162,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"This is pure Merlot from 10-year-old vines. Lush and chocolaty, it offers a broad, ripe and appealing set of seamless black fruit flavors. Powerful and high-toned, this adds licorice and mocha to the expansive finish.",Lewis Vineyard,,Dunham 2005 Lewis Vineyard Merlot (Columbia Valley (WA)),$75, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Dunham
3163,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"The first Merlot from this promising new Walla Walla winery is built upon Pepper Bridge and Seven Hills fruit. Rich fruit flavors of red berries and cherries go deep and long, buoyed with firm acids and annotated with streaks of a chalky minerality. Long lasting and delicious, this is the sort of Merlot that will one day revive that forlorn grape's sagging reputation.",,,Otis Kenyon 2005 Merlot (Walla Walla Valley (WA)),$30, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Otis Kenyon
3164,14.5%,"Colchagua Valley, Chile",750 ml,Red, Chile,5/1/2008,"Black fruit, bacon and sawdust aromas introduce this fuller-styled, fairly heady Merlot. With ripeness written all over it, there's still plenty of liveliness and punch to the black cherry and blackberry flavors. Finishing notes of pepper and chocolate give it added character.",Reserva,Palm Bay International,MontGras 2006 Reserva Merlot (Colchagua Valley),$13,Colchagua Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,MontGras
3165,14.2%,"Colchagua Valley, Chile",750 ml,Red, Chile,5/1/2008,"Smoky, smooth and deep, with a notch or two of complexity on its belt. The wine has an easy, rich feel to it, and its blueberry and black plum flavors tip the scale toward ripe and ready. Adequate length and chewy, manageable tannins make the finish a solid final chapter.",20 Barrels,Vineyard Brands,Cono Sur 2006 20 Barrels Merlot (Colchagua Valley),$25,Colchagua Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Cono Sur
3166,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"This is Merlot has just 10% Cabernet Sauvignon in the blend. A legitimately dark and concentrated wine with plenty of spine and chewy tannin, this has ripe cranberry, cherry and red currant fruits dominate; the chocolatey oak is moderately applied. 4,000 cases were made.",Reserve,,Columbia Crest 2004 Reserve Merlot (Columbia Valley (WA)),$25, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2004,Columbia Crest
3167,14.5%,"Villány, Hungary",750 ml,Red, Hungary,5/1/2008,"A spicy, gamy nose of cloves and red berry lead on this impressive Merlot, and on the palate, it's assertive but smooth, with spicy smoke and clove waves and a slightly tart berry character. Substantial tannin means it can age and be paired with more robust meat dishes.",Solus,"G.O. Global Trade & Investments, Inc",Gere Attila 2003 Solus Merlot (Villány),$77,Villány,87,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Merlot,2003,Gere Attila
3168,13%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2008,"Saint Clair has strayed from their Marlborough roots to source this Merlot from Hawke's Bay. The result boasts nicely ripe black cherry flavors, not overwhelmed by oak, finishing juicy and refreshing. Drink now.",Vicar's Choice,"Winesellers, Ltd",Saint Clair 2006 Vicar's Choice Merlot (Hawke's Bay),$16,Hawke's Bay,87,,Joe Czerwinski,,,Not rated yet [Add Your Review],Merlot,2006,Saint Clair
